@relation ERing_channel_0

@attribute channel_0_0 numeric
@attribute channel_0_1 numeric
@attribute channel_0_2 numeric
@attribute channel_0_3 numeric
@attribute channel_0_4 numeric
@attribute channel_0_5 numeric
@attribute channel_0_6 numeric
@attribute channel_0_7 numeric
@attribute channel_0_8 numeric
@attribute channel_0_9 numeric
@attribute channel_0_10 numeric
@attribute channel_0_11 numeric
@attribute channel_0_12 numeric
@attribute channel_0_13 numeric
@attribute channel_0_14 numeric
@attribute channel_0_15 numeric
@attribute channel_0_16 numeric
@attribute channel_0_17 numeric
@attribute channel_0_18 numeric
@attribute channel_0_19 numeric
@attribute channel_0_20 numeric
@attribute channel_0_21 numeric
@attribute channel_0_22 numeric
@attribute channel_0_23 numeric
@attribute channel_0_24 numeric
@attribute channel_0_25 numeric
@attribute channel_0_26 numeric
@attribute channel_0_27 numeric
@attribute channel_0_28 numeric
@attribute channel_0_29 numeric
@attribute channel_0_30 numeric
@attribute channel_0_31 numeric
@attribute channel_0_32 numeric
@attribute channel_0_33 numeric
@attribute channel_0_34 numeric
@attribute channel_0_35 numeric
@attribute channel_0_36 numeric
@attribute channel_0_37 numeric
@attribute channel_0_38 numeric
@attribute channel_0_39 numeric
@attribute channel_0_40 numeric
@attribute channel_0_41 numeric
@attribute channel_0_42 numeric
@attribute channel_0_43 numeric
@attribute channel_0_44 numeric
@attribute channel_0_45 numeric
@attribute channel_0_46 numeric
@attribute channel_0_47 numeric
@attribute channel_0_48 numeric
@attribute channel_0_49 numeric
@attribute channel_0_50 numeric
@attribute channel_0_51 numeric
@attribute channel_0_52 numeric
@attribute channel_0_53 numeric
@attribute channel_0_54 numeric
@attribute channel_0_55 numeric
@attribute channel_0_56 numeric
@attribute channel_0_57 numeric
@attribute channel_0_58 numeric
@attribute channel_0_59 numeric
@attribute channel_0_60 numeric
@attribute channel_0_61 numeric
@attribute channel_0_62 numeric
@attribute channel_0_63 numeric
@attribute channel_0_64 numeric
@attribute target {1,2,3,4,5,6}

@data
-1.594878,-1.326136,-1.212272,-1.212272,-1.212272,-1.212272,-1.212272,-1.212272,-1.089069,-1.020969,-1.020969,-1.020969,-1.020969,-1.020969,-0.971008,-0.422811,-0.160105,-0.160105,-0.160105,-0.160105,-0.160105,-0.160105,-0.312123,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.542711,-0.237822,0.12685,0.12685,0.12685,0.12685,0.12685,0.12685,0.292928,0.962947,1.179017,1.179017,1.179017,1.179017,1.179017,1.362326,1.987015,2.039881,2.039881,2.039881,2.039881,2.039881,1.766045,0.638519,0.413804,0.413804,0.413804,0.413804,0.413804,0.413804,3
-1.397186,-1.221879,-1.036842,-0.920377,-0.920377,-0.920377,-0.920377,-0.920377,-0.920377,-0.920377,-0.920377,-0.920377,-0.920377,-0.707032,-0.212478,0.223964,0.223964,0.223964,0.223964,0.223964,0.223964,0.223964,0.223964,0.223964,0.056595,-0.535524,-1.127643,-1.301824,-1.301824,-1.301824,-1.301824,-1.301824,-1.301824,-1.301824,-1.301824,-1.301824,-1.278835,-0.501679,0.275477,0.700773,0.700773,0.700773,0.700773,0.700773,0.700773,0.700773,0.700773,0.700773,0.883712,1.179771,1.463667,1.463667,1.463667,1.463667,1.463667,1.463667,1.463667,1.463667,1.463667,1.463667,1.33391,0.918348,0.502786,0.414688,0.414688,2
-0.700518,-0.700518,-0.700518,-0.700518,-0.700518,-0.700518,-0.700518,-0.700518,-0.700518,-0.642759,-0.398143,-0.329701,-0.329701,-0.329701,-0.329701,-0.329701,-0.329701,-0.329701,-0.329701,-0.329701,-0.312726,-0.294977,-0.288499,-0.288499,-0.288499,-0.288499,-0.288499,-0.288499,-0.288499,-0.288499,0.353965,1.24146,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,1.771592,0.747432,-0.388561,-0.865325,-0.865325,-0.865325,-0.865325,-0.865325,-0.865325,-0.865325,-0.865325,-0.865325,-0.803995,-0.732996,-0.700518,-0.700518,-0.700518,-0.700518,-0.700518,-0.700518,4
-1.41847,-1.41847,-1.41847,-1.41847,-1.41847,-0.430932,-0.315408,-0.315408,-0.315408,-0.315408,-0.315408,-0.479883,-0.591174,-0.591174,-0.591174,-0.591174,-0.591174,-0.591174,-0.998694,-1.142704,-1.142704,-1.142704,-1.142704,-1.142704,-0.583917,0.787653,0.787653,0.787653,0.787653,0.787653,0.787653,0.414743,-1.142704,-1.142704,-1.142704,-1.142704,-1.142704,-1.142704,0.016636,1.063418,1.063418,1.063418,1.063418,1.063418,1.063418,1.063418,1.063418,1.063418,1.063418,1.063418,1.063418,1.208336,1.586809,1.614949,1.614949,1.614949,1.614949,1.614949,0.383854,-0.315408,-0.315408,-0.315408,-0.315408,-0.315408,-0.315408,3
0.901137,0.901137,0.901137,0.901137,0.901137,0.360442,-0.226457,-0.813355,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.823806,-0.728923,-0.631107,-0.536316,-0.536316,-0.536316,-0.536316,-0.536316,-0.536316,-0.536316,-0.536316,-0.536316,-0.536316,-0.536316,0.21028,0.992811,1.763609,1.763609,1.763609,1.763609,1.763609,1.763609,1.763609,1.763609,1.763609,1.763609,1.763609,1.304779,0.815697,0.326614,0.326156,0.326156,0.326156,4
0.685076,0.73057,0.779016,0.827463,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.82977,0.961275,1.159097,1.215618,1.215618,1.215618,1.215618,1.215618,1.215618,1.215618,1.215618,1.215618,1.215618,1.215618,1.215618,0.838152,0.022637,-0.792877,-1.220051,-1.220051,-1.220051,-1.220051,-1.220051,-1.220051,-1.220051,-1.220051,-1.220051,-1.220051,-1.183816,-1.030403,-0.876989,-0.761856,-0.761856,-0.761856,-0.761856,-0.761856,-0.761856,-0.761856,-0.761856,-0.761856,-0.761856,-0.761856,-0.765455,-0.870422,-0.975389,-1.075358,-1.075358,-1.075358,-1.075358,6
-0.989929,-0.91666,-0.840126,-0.829921,-0.829921,-0.829921,-0.829921,-0.829921,-0.829921,-0.829921,-0.829064,-0.77549,-0.749917,-0.749917,-0.749917,-0.749917,-0.749917,-0.749917,-0.749917,-0.749917,-0.702487,-0.669914,-0.669914,-0.669914,-0.669914,-0.669914,-0.669914,-0.669914,-0.669914,-0.518276,-0.15141,0.050121,0.050121,0.050121,0.050121,0.050121,0.050121,0.050121,0.050121,0.214744,0.370136,0.370136,0.370136,0.370136,0.370136,0.370136,0.370136,0.370136,0.816218,2.123099,2.210224,2.210224,2.210224,2.210224,2.210224,2.210224,2.210224,2.108995,0.884447,-0.340102,-0.349898,-0.349898,-0.349898,-0.349898,-0.349898,3
-0.731744,-0.731744,-0.731744,-0.731744,-0.731744,-0.731744,-0.731744,-0.731744,-1.023611,-1.479652,-1.826244,-1.826244,-1.826244,-1.826244,-1.826244,-1.826244,-1.826244,-1.826244,-1.826244,-1.826244,-0.952564,0.307551,0.727589,0.727589,0.727589,0.727589,0.727589,0.727589,0.727589,0.727589,0.727589,0.727589,0.830694,0.979403,1.092422,1.092422,1.092422,1.092422,1.092422,1.092422,1.092422,1.092422,1.092422,1.092422,0.986012,0.700987,0.415961,0.362756,0.362756,0.362756,0.362756,0.362756,0.362756,0.362756,0.362756,0.362756,0.362756,0.261571,0.180339,0.180339,0.180339,0.180339,0.180339,0.180339,0.180339,4
-1.231815,-0.828691,-0.467025,-0.467025,-0.467025,-0.467025,-0.467025,-0.467025,-0.467025,-0.18801,0.127811,0.127811,0.127811,0.127811,0.127811,0.127811,0.127811,-0.03401,-0.888921,-0.891909,-0.891909,-0.891909,-0.891909,-0.891909,-0.891909,-0.891909,-0.401792,-0.042142,-0.042142,-0.042142,-0.042142,-0.042142,-0.042142,-0.042142,-0.007772,0.042835,0.042835,0.042835,0.042835,0.042835,0.042835,0.042835,0.00436,-0.366764,-0.552002,-0.552002,-0.552002,-0.552002,-0.552002,-0.552002,-0.552002,1.286336,2.507158,2.507158,2.507158,2.507158,2.507158,2.507158,2.507158,1.525722,-0.374082,-0.891909,-0.891909,-0.891909,-0.891909,3
-1.169687,-1.169687,-1.169687,-1.169687,-1.169687,-1.169687,-1.169687,-1.169687,-1.132742,-1.086997,-1.041252,-1.033061,-1.033061,-1.033061,-1.033061,-1.033061,-1.033061,-1.033061,-1.033061,-1.033061,-1.033061,-1.033061,-0.58049,0.16668,0.91385,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.198486,1.081074,0.310555,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.304393,-0.454843,-0.607327,-0.759811,4
1.165616,1.165616,1.165616,1.147823,1.00986,0.876797,0.876797,0.876797,0.876797,0.876797,0.876797,0.876797,0.876797,0.876797,0.876797,0.876797,0.876797,0.872928,0.577294,0.281659,0.010339,0.010339,0.010339,0.010339,0.010339,0.010339,0.010339,0.010339,0.010339,0.010339,0.010339,0.010339,-0.027974,-0.668516,-1.309057,-1.866987,-1.866987,-1.866987,-1.866987,-1.866987,-1.866987,-1.866987,-1.866987,-1.866987,-1.866987,-1.866987,-1.731603,-0.634171,0.299158,0.299158,0.299158,0.299158,0.299158,0.299158,0.299158,0.299158,0.299158,0.299158,0.299158,0.31185,0.462747,0.613644,0.732387,0.732387,0.732387,5
-0.959179,-0.924214,-0.887321,-0.883945,-0.883945,-0.883945,-0.883945,-0.883945,-0.883945,-0.883945,-0.883945,-0.883945,-0.883945,-0.953479,-1.127885,-1.184881,-1.184881,-1.184881,-1.184881,-1.184881,-1.184881,-1.184881,-1.184881,-1.184881,-1.164228,-0.76925,-0.374272,-0.131605,-0.131605,-0.131605,-0.131605,-0.131605,-0.131605,-0.131605,-0.131605,-0.131605,0.029977,0.258885,0.395033,0.395033,0.395033,0.395033,0.395033,0.395033,0.395033,0.395033,0.395033,0.395033,0.656048,1.155241,1.654434,1.67401,1.67401,1.67401,1.67401,1.67401,1.67401,1.67401,1.67401,1.622191,1.328548,1.034905,0.92167,0.92167,0.92167,2
