-0.7219,-0.81529,-0.87285,-0.37702,0.63025,-1.0535
-0.70269,-0.81529,-0.87285,-0.37702,0.63025,-1.0304
-0.69884,-0.81529,-0.85145,-0.44279,0.63025,-1.0257
-0.6876,-0.81529,-0.87397,-0.50856,0.65903,-0.99724
-0.6876,-0.81529,-0.85258,-0.58044,0.68781,-0.99724
-0.67636,-0.78943,-0.8751,-0.64621,0.68781,-0.98336
-0.68213,-0.76358,-0.8537,-0.71198,0.68781,-0.96948
-0.67088,-0.73772,-0.89762,-0.71198,0.68781,-0.95487
-0.67636,-0.71186,-0.8537,-0.71198,0.65903,-0.96948
-0.66512,-0.686,-0.89762,-0.70586,0.63025,-0.96948
-0.67636,-0.686,-0.8537,-0.70005,0.63025,-0.96948
-0.65936,-0.686,-0.89762,-0.69423,0.63025,-0.96948
-0.67636,-0.71186,-0.8537,-0.68842,0.65903,-0.98409
-0.67088,-0.73772,-0.89762,-0.68261,0.65903,-0.98409
-0.68789,-0.73772,-0.8537,-0.6768,0.65903,-0.98409
-0.68241,-0.73772,-0.89762,-0.68261,0.68781,-0.98409
-0.69942,-0.73772,-0.8537,-0.68261,0.68781,-0.98409
-0.68818,-0.73772,-0.89762,-0.68842,0.68781,-0.98409
-0.69942,-0.71186,-0.8537,-0.69423,0.71659,-0.99797
-0.68818,-0.71186,-0.89762,-0.70005,0.74537,-0.99797
-0.69365,-0.71186,-0.8537,-0.70005,0.74537,-1.0119
-0.68241,-0.71186,-0.8751,-0.70586,0.74537,-1.0119
-0.68789,-0.686,-0.80866,-0.70586,0.71659,-1.0119
-0.67665,-0.686,-0.83005,-0.71198,0.68781,-0.98336
-0.68789,-0.686,-0.76361,-0.71809,0.65903,-0.98336
-0.68241,-0.686,-0.80753,-0.72421,0.63025,-0.96948
-0.69365,-0.71186,-0.78614,-0.73033,0.63025,-0.96948
-0.68818,-0.71186,-0.85258,-0.73645,0.63025,-0.96948
-0.69942,-0.73772,-0.83118,-0.73033,0.63025,-0.98409
-0.68818,-0.73772,-0.8751,-0.73033,0.65903,-0.98409
-0.69942,-0.76358,-0.83118,-0.73033,0.68781,-0.98409
-0.68818,-0.76358,-0.85258,-0.73033,0.68781,-0.98409
-0.69365,-0.78943,-0.80866,-0.73033,0.68781,-0.98409
-0.68241,-0.76358,-0.83005,-0.73033,0.68781,-0.98409
-0.68789,-0.78943,-0.78614,-0.72421,0.65903,-0.98409
-0.67088,-0.76358,-0.80753,-0.71809,0.63025,-0.96948
-0.67636,-0.73772,-0.76361,-0.71198,0.63025,-0.96948
-0.67088,-0.73772,-0.80753,-0.70586,0.65903,-0.96948
-0.67636,-0.73772,-0.78614,-0.70586,0.65903,-0.96948
-0.67088,-0.71186,-0.85258,-0.70586,0.68781,-0.96948
-0.68789,-0.71186,-0.83118,-0.70586,0.68781,-0.98409
-0.68241,-0.71186,-0.89762,-0.70586,0.71659,-0.98409
-0.69365,-0.686,-0.8537,-0.70586,0.71659,-0.98409
-0.68241,-0.686,-0.89762,-0.70586,0.74537,-0.98409
-0.69365,-0.686,-0.8537,-0.71198,0.74537,-0.98409
-0.67665,-0.686,-0.89762,-0.71198,0.74537,-0.96948
-0.68213,-0.686,-0.8537,-0.71198,0.74537,-0.96948
-0.66512,-0.686,-0.89762,-0.71198,0.74537,-0.96948
-0.67636,-0.66144,-0.8537,-0.71198,0.74537,-0.95487
-0.65936,-0.66144,-0.89762,-0.70586,0.74537,-0.94026
-0.6706,-0.66144,-0.8537,-0.70586,0.77416,-0.94026
-0.65936,-0.66144,-0.89762,-0.70586,0.77416,-0.92566
-0.66512,-0.66144,-0.8537,-0.70586,0.77416,-0.92566
-0.65388,-0.686,-0.89762,-0.70005,0.77416,-0.92566
-0.66512,-0.686,-0.8537,-0.70005,0.8015,-0.94026
-0.65388,-0.686,-0.89762,-0.70005,0.8015,-0.94026
-0.66512,-0.686,-0.8537,-0.70005,0.8015,-0.95487
-0.65936,-0.686,-0.89762,-0.70005,0.8015,-0.94026
-0.6706,-0.686,-0.8537,-0.70586,0.8015,-0.95487
-0.65936,-0.686,-0.92014,-0.70586,0.77416,-0.94026
-0.67636,-0.686,-0.87622,-0.70586,0.74537,-0.95487
-0.67088,-0.66144,-0.89762,-0.70586,0.71659,-0.94026
-0.68789,-0.66144,-0.8537,-0.70586,0.68781,-0.95487
-0.68241,-0.66144,-0.8751,-0.71198,0.65903,-0.94026
-0.69942,-0.66144,-0.80866,-0.71198,0.65903,-0.94026
-0.68818,-0.66144,-0.85258,-0.71809,0.68781,-0.94026
-0.69942,-0.686,-0.83118,-0.72421,0.71659,-0.95487
-0.68818,-0.686,-0.8751,-0.73033,0.74537,-0.95487
-0.69942,-0.686,-0.8537,-0.73033,0.77416,-0.96948
-0.68818,-0.686,-0.89762,-0.73645,0.77416,-0.98409
-0.69942,-0.686,-0.8537,-0.73645,0.77416,-0.98409
-0.68241,-0.686,-0.89762,-0.73033,0.77416,-0.98409
-0.68789,-0.686,-0.8537,-0.72421,0.77416,-0.99797
-0.67088,-0.686,-0.89762,-0.71809,0.77416,-0.99797
-0.67636,-0.686,-0.8537,-0.71198,0.77416,-0.99797
-0.66512,-0.686,-0.92014,-0.70586,0.77416,-0.99797
-0.67636,-0.66144,-0.87622,-0.70586,0.77416,-1.0119
-0.66512,-0.66144,-0.92014,-0.70586,0.77416,-0.99797
-0.67636,-0.6873,-0.89762,-0.70586,0.77416,-1.0119
-0.66512,-0.6873,-0.96406,-0.70586,0.8015,-1.0257
-0.6706,-0.6873,-0.91902,-0.70586,0.82884,-1.0257
-0.65936,-0.71186,-0.96293,-0.70586,0.85618,-1.0119
-0.6706,-0.71186,-0.94041,-0.70586,0.85618,-1.0257
-0.65936,-0.686,-0.96293,-0.70586,0.85618,-1.0119
-0.6706,-0.686,-0.89649,-0.70586,0.82884,-0.99797
-0.65936,-0.686,-0.91902,-0.70586,0.8015,-0.99797
-0.6706,-0.686,-0.8751,-0.70586,0.8015,-1.0119
-0.66512,-0.686,-0.89762,-0.70586,0.82884,-0.99797
-0.67636,-0.686,-0.8537,-0.71198,0.85618,-0.99797
-0.67088,-0.686,-0.89762,-0.71198,0.88353,-0.99797
-0.68789,-0.686,-0.8537,-0.71809,0.88353,-1.0119
-0.68241,-0.686,-0.89762,-0.72421,0.88353,-0.99797
-0.69365,-0.686,-0.8537,-0.73033,0.85618,-0.99797
-0.68818,-0.686,-0.89762,-0.73033,0.82884,-0.99797
-0.69942,-0.686,-0.8537,-0.73645,0.8015,-0.99797
-0.68818,-0.686,-0.89762,-0.73645,0.8015,-0.98409
-0.7049,-0.66144,-0.8537,-0.73645,0.77416,-0.98409
-0.69365,-0.63687,-0.89762,-0.73645,0.77416,-0.98409
-0.7049,-0.61231,-0.8537,-0.73645,0.77416,-0.99797
-0.69365,-0.58774,-0.89762,-0.73645,0.77416,-0.99797
-0.7049,-0.58774,-0.8537,-0.73645,0.77416,-1.0119
-0.69365,-0.58774,-0.89762,-0.73033,0.77416,-1.0119
-0.7049,-0.58774,-0.8537,-0.72421,0.77416,-1.0119
-0.69365,-0.58774,-0.89762,-0.72421,0.77416,-1.0119
-0.7049,-0.58774,-0.8537,-0.72421,0.77416,-1.0257
-0.69913,-0.58774,-0.89762,-0.71809,0.77416,-1.0119
-0.71037,-0.61231,-0.8537,-0.72421,0.77416,-1.0257
-0.70461,-0.63687,-0.89762,-0.73033,0.77416,-1.0257
-0.72132,-0.66144,-0.8537,-0.73033,0.77416,-1.0257
-0.71556,-0.686,-0.92014,-0.73033,0.77416,-1.0119
-0.7268,-0.686,-0.89762,-0.73033,0.77416,-1.0119
-0.71556,-0.686,-0.94154,-0.73033,0.74537,-0.98336
-0.7268,-0.686,-0.91902,-0.73033,0.71659,-0.98336
-0.71556,-0.66144,-0.98546,-0.72421,0.68781,-0.96948
-0.72132,-0.66144,-0.94041,-0.71228,0.65903,-0.96948
-0.70461,-0.66144,-0.96293,-0.71228,0.63025,-0.96948
-0.71585,-0.6873,-0.91902,-0.70616,0.63025,-0.96948
-0.70461,-0.73772,-0.91902,-0.70005,0.63025,-0.95487
-0.71585,-0.81271,-0.83005,-0.70005,0.63025,-0.94026
-0.71585,-0.86313,-0.80866,-0.70586,0.63025,-0.91178
-0.74381,-0.96397,-0.6983,-0.71198,0.65903,-0.86868
-0.74957,-1.0648,-0.67578,-0.72391,0.68781,-0.8117
