0.82914,0.1731,0.70953,1.1497,0.6224,0.7675,0.74735,0.27698,0.23971
0.82914,0.1731,0.70953,1.1497,0.6224,0.7675,0.74735,0.27698,0.23971
0.87456,0.29433,0.76164,1.2339,0.56489,0.84226,0.8105,0.5981,0.84176
0.87456,0.29433,0.76164,1.2339,0.56489,0.84226,0.8105,0.5981,0.84176
0.27555,0.44268,0.76297,1.2528,0.54561,0.88659,1.0368,0.22346,0.13459
0.27555,0.44268,0.76297,1.2528,0.54561,0.88659,1.0368,0.22346,0.13459
1.0932,0.4449,0.87586,1.2631,0.52789,0.95011,1.4262,0.12311,1.0855
1.0932,0.4449,0.87586,1.2631,0.52789,0.95011,1.4262,0.12311,1.0855
0.73829,0.4222,0.94733,0.91613,0.54997,0.95573,0.2316,0.82555,1.0138
0.73829,0.4222,0.94733,0.91613,0.54997,0.95573,0.2316,0.82555,1.0138
0.73829,0.4222,0.94733,0.91613,0.54997,0.95573,0.2316,0.82555,1.0138
0.048439,0.50856,0.78702,0.89381,0.58603,0.88494,-0.27889,-0.61278,0.17281
0.048439,0.50856,0.78702,0.89381,0.58603,0.88494,-0.27889,-0.61278,0.17281
0.16767,0.43438,0.70085,1.0724,0.52914,0.90776,0.56841,-1.2349,0.12025
0.16767,0.43438,0.70085,1.0724,0.52914,0.90776,0.56841,-1.2349,0.12025
0.44872,0.38788,0.7082,1.0947,0.55214,0.90578,0.71577,-1.3888,0.053357
0.44872,0.38788,0.7082,1.0947,0.55214,0.90578,0.71577,-1.3888,0.053357
0.44305,0.50579,0.82576,1.0621,0.54779,1.012,0.32106,0.33719,1.0329
0.44305,0.50579,0.82576,1.0621,0.54779,1.012,0.32106,0.33719,1.0329
0.57647,0.4222,0.8605,1.2407,0.46851,1.011,0.55263,-0.20469,0.90388
0.57647,0.4222,0.8605,1.2407,0.46851,1.011,0.55263,-0.20469,0.90388
0.57647,0.4222,0.8605,1.2407,0.46851,1.011,0.55263,-0.20469,0.90388
-0.15028,0.46815,0.7957,0.77187,0.54592,0.95672,-0.55782,-0.36525,0.73186
-0.15028,0.46815,0.7957,0.77187,0.54592,0.95672,-0.55782,-0.36525,0.73186
0.17903,0.49084,0.84046,1.1738,0.4654,1.0054,0.52105,-0.2649,0.59807
0.17903,0.49084,0.84046,1.1738,0.4654,1.0054,0.52105,-0.2649,0.59807
0.64745,0.47424,0.68883,1.4898,0.53256,0.93257,0.5421,1.4009,-0.19511
0.64745,0.47424,0.68883,1.4898,0.53256,0.93257,0.5421,1.4009,-0.19511
0.52254,0.41113,0.70219,1.1239,0.4281,1.011,0.6263,-0.49905,0.76531
0.52254,0.41113,0.70219,1.1239,0.4281,1.011,0.6263,-0.49905,0.76531
0.52254,0.41113,0.70219,1.1239,0.4281,1.011,0.6263,-0.49905,0.76531
0.58215,0.46538,0.75496,1.7096,0.49649,0.97227,1.6315,0.5981,1.0998
0.58215,0.46538,0.75496,1.7096,0.49649,0.97227,1.6315,0.5981,1.0998
0.83481,0.41279,0.78301,1.4417,0.4483,0.9683,1.1736,-0.39201,0.68886
0.83481,0.41279,0.78301,1.4417,0.4483,0.9683,1.1736,-0.39201,0.68886
