0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,2.0
12,2.0
13,2.0
14,2.0
15,2.0
16,2.0
17,2.0
18,2.0
19,2.0
20,2.0
21,2.0
22,3.0
23,3.0
24,3.0
25,3.0
26,3.0
27,3.0
28,3.0
29,3.0
30,3.0
31,3.0
32,3.0
33,4.0
34,4.0
35,4.0
36,4.0
37,4.0
38,4.0
39,4.0
40,4.0
41,4.0
42,4.0
43,4.0
44,5.0
45,5.0
46,5.0
47,5.0
48,5.0
49,5.0
50,5.0
51,5.0
52,5.0
53,5.0
54,5.0
55,6.0
56,6.0
57,6.0
58,6.0
59,6.0
60,6.0
61,6.0
62,6.0
63,6.0
64,6.0
65,6.0
66,7.0
67,7.0
68,7.0
69,7.0
70,7.0
71,7.0
72,7.0
73,7.0
74,7.0
75,7.0
76,7.0
77,8.0
78,8.0
79,8.0
80,8.0
81,8.0
82,8.0
83,8.0
84,8.0
85,8.0
86,8.0
87,8.0
88,9.0
89,9.0
90,9.0
91,9.0
92,9.0
93,9.0
94,9.0
95,9.0
96,9.0
97,9.0
98,9.0
99,10.0
100,10.0
101,10.0
102,10.0
103,10.0
104,10.0
105,10.0
106,10.0
107,10.0
108,10.0
109,10.0
110,11.0
111,11.0
112,11.0
113,11.0
114,11.0
115,11.0
116,11.0
117,11.0
118,11.0
119,11.0
120,11.0
121,12.0
122,12.0
123,12.0
124,12.0
125,12.0
126,12.0
127,12.0
128,12.0
129,12.0
130,12.0
131,12.0
132,13.0
133,13.0
134,13.0
135,13.0
136,13.0
137,13.0
138,13.0
139,13.0
140,13.0
141,13.0
142,13.0
143,14.0
144,14.0
145,14.0
146,14.0
147,14.0
148,14.0
149,14.0
150,14.0
151,14.0
152,14.0
153,14.0
154,15.0
155,15.0
156,15.0
157,15.0
158,15.0
159,15.0
160,15.0
161,15.0
162,15.0
163,15.0
164,15.0
165,16.0
166,16.0
167,16.0
168,16.0
169,16.0
170,16.0
171,16.0
172,16.0
173,16.0
174,16.0
175,16.0
176,17.0
177,17.0
178,17.0
179,17.0
180,17.0
181,17.0
182,17.0
183,17.0
184,17.0
185,17.0
186,17.0
187,18.0
188,18.0
189,18.0
190,18.0
191,18.0
192,18.0
193,18.0
194,18.0
195,18.0
196,18.0
197,18.0
198,19.0
199,19.0
200,19.0
201,19.0
202,19.0
203,19.0
204,19.0
205,19.0
206,19.0
207,19.0
208,19.0
209,20.0
210,20.0
211,20.0
212,20.0
213,20.0
214,20.0
215,20.0
216,20.0
217,20.0
218,20.0
219,20.0
220,21.0
221,21.0
222,21.0
223,21.0
224,21.0
225,21.0
226,21.0
227,21.0
228,21.0
229,21.0
230,21.0
231,22.0
232,22.0
233,22.0
234,22.0
235,22.0
236,22.0
237,22.0
238,22.0
239,22.0
240,22.0
241,22.0
242,23.0
243,23.0
244,23.0
245,23.0
246,23.0
247,23.0
248,23.0
249,23.0
250,23.0
251,23.0
252,23.0
253,24.0
254,24.0
255,24.0
256,24.0
257,24.0
258,24.0
259,24.0
260,24.0
261,24.0
262,24.0
263,24.0
264,25.0
265,25.0
266,25.0
267,25.0
268,25.0
269,25.0
270,25.0
271,25.0
272,25.0
273,25.0
274,25.0
