1.5458,2.3843,1.5449,0.20762,-1.8852,0.030966,1.8197,-1.3058,-0.32186
1.4242,2.5449,1.8138,0.4832,-1.8326,0.06024,2.5403,-1.5845,0.21325
1.4242,2.5449,1.8138,0.4832,-1.8326,0.06024,2.5403,-1.5845,0.21325
1.3125,2.4613,1.6492,0.55366,-1.8013,-0.049424,1.9823,-1.0577,0.10177
1.1511,2.3818,1.8068,0.69011,-1.8259,-0.034554,2.0635,-1.6525,0.36189
1.1511,2.3818,1.8068,0.69011,-1.8259,-0.034554,2.0635,-1.6525,0.36189
1.4192,2.1761,1.9137,0.82478,-1.6447,-0.098679,2.3019,-1.275,0.24892
1.2057,2.2646,1.9715,1.0049,-1.61,-0.13446,1.7872,-0.96118,0.2623
1.2057,2.2646,1.9715,1.0049,-1.61,-0.13446,1.7872,-0.96118,0.2623
1.2107,2.086,1.7096,1.186,-1.9266,-0.22461,2.0852,-1.8435,0.49567
1.2107,2.086,1.7096,1.186,-1.9266,-0.22461,2.0852,-1.8435,0.49567
0.80356,2.0139,1.9978,0.97105,-1.6156,-0.24319,1.1371,-1.2597,0.38567
0.72163,2.0868,2.0048,1.1441,-1.6055,-0.28827,1.2779,-1.3409,0.64431
0.72163,2.0868,2.0048,1.1441,-1.6055,-0.28827,1.2779,-1.3409,0.64431
0.4858,2.0294,1.961,0.99691,-1.2587,-0.37842,0.77408,-0.81413,0.56701
0.78121,1.7237,1.8804,1.211,-1.751,-0.38817,1.0937,-1.3255,0.74538
0.78121,1.7237,1.8804,1.211,-1.751,-0.38817,1.0937,-1.3255,0.74538
0.35175,1.7631,1.8489,1.3028,-1.6794,-0.42674,1.1317,-1.4638,1.0382
0.86562,1.5295,1.8655,1.2939,-1.6234,-0.49644,0.78492,-0.86022,1.1363
0.86562,1.5295,1.8655,1.2939,-1.6234,-0.49644,0.78492,-0.86022,1.1363
0.55779,1.7074,1.4477,1.2226,-1.8237,-0.51224,0.86619,-1.4374,1.0189
0.55779,1.7074,1.4477,1.2226,-1.8237,-0.51224,0.86619,-1.4374,1.0189
0.17053,1.423,1.7753,1.1459,-1.7946,-0.51782,0.28647,-1.2092,1.2433
0.06875,1.4287,1.3811,1.0923,-1.5955,-0.63399,-0.33659,-1.3277,1.1333
0.06875,1.4287,1.3811,1.0923,-1.5955,-0.63399,-0.33659,-1.3277,1.1333
0.317,1.1796,1.3662,1.1093,-1.4243,-0.70415,0.11852,-1.4462,1.3355
0.27479,0.98861,1.2576,1.2511,-1.4131,-0.89374,0.34607,-1.5911,0.88957
0.27479,0.98861,1.2576,1.2511,-1.4131,-0.89374,0.34607,-1.5911,0.88957
0.39147,0.65424,1.0912,1.1459,-1.1502,-0.9825,-0.51538,-1.1697,0.77809
0.39147,0.65424,1.0912,1.1459,-1.1502,-0.9825,-0.51538,-1.1697,0.77809
0.66206,0.49606,0.95807,1.2333,-1.0327,-1.0057,0.42192,-1.6701,0.90294
0.53545,0.38379,0.68304,1.2707,-0.96336,-1.0666,0.6874,-1.6811,1.1809
0.53545,0.38379,0.68304,1.2707,-0.96336,-1.0666,0.6874,-1.6811,1.1809
0.49573,0.40018,0.7426,1.2564,-0.74632,-1.0554,0.48152,-1.5472,1.1527
0.81349,-0.14318,0.58406,1.2047,-0.58634,-1.187,0.60071,-1.5428,0.96537
0.81349,-0.14318,0.58406,1.2047,-0.58634,-1.187,0.60071,-1.5428,0.96537
0.28472,0.086291,0.34231,0.99424,-0.1187,-1.2371,-0.65082,-1.0599,0.87173
1.1983,-0.39314,0.41325,1.2038,-0.24623,-1.2585,0.12935,-0.62537,0.72606
1.1983,-0.39314,0.41325,1.2038,-0.24623,-1.2585,0.12935,-0.62537,0.72606
0.48084,-0.24644,0.31603,1.0602,-0.089609,-1.3268,-0.45036,-0.94581,0.67255
0.48084,-0.24644,0.31603,1.0602,-0.089609,-1.3268,-0.45036,-0.94581,0.67255
0.62978,-0.33905,0.25384,1.1369,0.05471,-1.3384,0.50319,-0.93484,0.80335
0.4014,-0.6808,0.12158,0.93805,0.47872,-1.4114,-0.45578,-0.19959,0.7543
0.4014,-0.6808,0.12158,0.93805,0.47872,-1.4114,-0.45578,-0.19959,0.7543
0.70426,-0.6931,-0.13945,1.0674,0.2449,-1.4281,0.61696,-0.58587,0.84646
0.31451,-0.70129,-0.11317,1.0103,0.57157,-1.5271,0.037248,-0.46735,0.77957
0.31451,-0.70129,-0.11317,1.0103,0.57157,-1.5271,0.037248,-0.46735,0.77957
0.3443,-0.70457,-0.13244,1.1601,0.46194,-1.5643,0.53569,-0.28738,0.787
0.3443,-0.70457,-0.13244,1.1601,0.46194,-1.5643,0.53569,-0.28738,0.787
0.99967,-0.93732,-0.13332,1.268,0.48207,-1.4899,1.0612,-0.30713,0.99659
0.59006,-0.7562,-0.22353,1.1253,0.81994,-1.5294,0.57904,0.14938,0.96091
0.59006,-0.7562,-0.22353,1.1253,0.81994,-1.5294,0.57904,0.14938,0.96091
0.52552,-0.82996,-0.41186,1.0005,0.84679,-1.5448,0.30272,-0.010837,0.75876
1.0791,-0.81603,-0.41273,1.0816,0.66667,-1.462,0.38399,0.4764,0.70376
1.0791,-0.81603,-0.41273,1.0816,0.66667,-1.462,0.38399,0.4764,0.70376
0.69185,-0.85946,-0.45565,1.0968,0.57493,-1.4955,0.73616,-0.33566,0.70525
0.6273,-0.71277,-0.65711,0.9211,0.81323,-1.4021,0.12393,0.67393,0.62498
0.6273,-0.71277,-0.65711,0.9211,0.81323,-1.4021,0.12393,0.67393,0.62498
0.63227,-0.63901,-0.44164,0.94786,1.0079,-1.4035,0.9312,0.32935,0.73795
0.63227,-0.63901,-0.44164,0.94786,1.0079,-1.4035,0.9312,0.32935,0.73795
1.0543,-0.91683,-0.25769,0.81497,0.87923,-1.1777,0.67656,0.69808,0.84051
0.51559,-0.78489,-0.33915,0.69903,0.83672,-1.0833,0.010159,0.55322,0.76619
0.51559,-0.78489,-0.33915,0.69903,0.83672,-1.0833,0.010159,0.55322,0.76619
0.42374,-0.71522,-0.35405,0.66157,1.0012,-1.0866,-0.092781,0.95048,0.74836
0.60744,-0.73162,-0.3628,0.4939,1.122,-1.0136,0.8391,0.46763,0.75728
0.60744,-0.73162,-0.3628,0.4939,1.122,-1.0136,0.8391,0.46763,0.75728
0.63475,-0.74309,-0.40222,0.27094,1.0694,-0.85564,0.43817,1.0251,0.57891
0.63475,-0.74309,-0.40222,0.27094,1.0694,-0.85564,0.43817,1.0251,0.57891
0.7688,-0.74965,-0.5231,0.16659,1.0415,-0.75062,1.343,0.52249,0.58039
0.55035,-0.85701,-0.2901,-0.23385,1.4028,-0.73482,-0.26074,1.2643,0.40946
0.55035,-0.85701,-0.2901,-0.23385,1.4028,-0.73482,-0.26074,1.2643,0.40946
0.70922,-0.86356,-0.048352,-0.44433,1.5863,-0.58427,0.44359,0.84952,0.57147
0.44112,-0.82996,-0.24105,-0.66997,1.6825,-0.5062,-0.65082,1.5562,0.42729
0.44112,-0.82996,-0.24105,-0.66997,1.6825,-0.5062,-0.65082,1.5562,0.42729
0.57021,-0.94634,-0.019446,-0.84924,1.7586,-0.37005,-0.87838,1.7801,0.44216
0.9674,-0.62016,-0.17273,-0.76273,1.4162,-0.18604,0.63322,1.058,0.39608
0.9674,-0.62016,-0.17273,-0.76273,1.4162,-0.18604,0.63322,1.058,0.39608
0.34182,-0.57754,-0.070249,-0.95358,1.5371,-0.002491,-0.68333,1.6089,0.4154
0.34182,-0.57754,-0.070249,-0.95358,1.5371,-0.002491,-0.68333,1.6089,0.4154
-0.097574,-0.39642,-0.19901,-1.049,1.4934,0.094626,-0.87296,1.5211,0.22811
0.30707,-0.2235,-0.18762,-0.92504,1.0482,0.32511,0.32981,1.3872,0.043798
