1.12497435,0.45129793,0.65540855,0.914534
1.12497435,0.62524373,0.65540855,0.914534
1.12497435,0.79918953,0.65540855,0.914534
1.12497435,0.93568414,0.67159194,0.914534
1.12497435,0.93568414,0.7467573,0.914534
1.12497435,0.93568414,0.82192266,0.914534
1.12497435,0.93568414,0.89708802,0.914534
1.12497435,0.93568414,0.92607151,0.92713072
1.12497435,0.93568414,0.92607151,0.94763309
1.12497435,0.93568414,0.92607151,0.96813546
1.12497435,0.93568414,0.92607151,0.98863782
1.12497435,0.93568414,0.92607151,1.00914019
1.01996233,0.93568414,0.92607151,1.01296997
0.90753771,0.93349969,0.92607151,1.01296997
0.90753771,0.92141722,0.92607151,1.01296997
0.90753771,0.90933476,0.92607151,1.01296997
0.90753771,0.90667898,0.92718477,1.01296997
0.90753771,0.90667898,0.92861167,1.01296997
0.90753771,0.90667898,0.93003858,1.01296997
0.90753771,0.90667898,0.93146548,1.01296997
0.90753771,0.90667898,0.93175771,1.00647347
0.90753771,0.90667898,0.93175771,0.99830383
0.90753771,0.90667898,0.93175771,0.99013418
0.90753771,0.90667898,0.93175771,0.98196454
0.90753771,0.90667898,0.93175771,0.97379489
0.73267316,0.90667898,0.93175771,0.97374586
0.54782428,0.90667898,0.93175771,0.97374586
0.47266442,0.84430247,0.93175771,0.97374586
0.47266442,0.73918504,0.93175771,0.97374586
0.47266442,0.65433407,0.88554243,0.97374586
0.47266442,0.65433407,0.64583442,0.97374586
0.47266442,0.65433407,0.4061264,0.97374586
0.47266442,0.65433407,0.35631461,0.54250278
0.47266442,0.65433407,0.35631461,-0.00185993
0.47266442,0.65433407,0.35631461,-0.54622265
0.43058834,0.65433407,0.35631461,-0.77736241
-0.45968811,0.65433407,0.35631461,-0.77736241
-1.19434984,0.52592821,0.35631461,-0.77736241
-1.19434984,-0.20868552,0.35631461,-0.77736241
-1.19434984,-0.94329926,0.35631461,-0.77736241
-1.19434984,-1.10917979,-0.03795205,-0.77736241
-1.19434984,-1.10917979,-0.54721316,-0.77736241
-1.19434984,-1.10917979,-1.05647426,-0.77736241
-1.19434984,-1.10917979,-1.257428,-0.84846682
-1.19434984,-1.10917979,-1.257428,-0.96591686
-1.19434984,-1.10917979,-1.257428,-1.0833669
-1.13139306,-1.10917979,-1.257428,-1.15517619
-0.94654418,-1.10917979,-1.257428,-1.15517619
-0.76169529,-1.10917979,-1.257428,-1.15517619
-0.75947655,-1.20684973,-1.257428,-1.15517619
-0.75947655,-1.26580766,-1.26755866,-1.15517619
-0.75947655,-1.26580766,-1.29265935,-1.15517619
-0.75947655,-1.26580766,-1.31776003,-1.15517619
-0.75947655,-1.26580766,-1.33817199,-1.15542054
-0.75947655,-1.26580766,-1.33817199,-1.15672866
-0.75947655,-1.26580766,-1.33817199,-1.15803677
-0.75947655,-1.26580766,-1.33817199,-1.15934489
-1.01511715,-1.26580766,-1.33817199,-1.15938414
-1.29239047,-1.26580766,-1.33817199,-1.15938414
-1.41178648,-1.26511969,-1.33817199,-1.15938414
-1.41178648,-1.26391145,-1.33817199,-1.15938414
-1.41178648,-1.26290714,-1.33689987,-1.15938414
-1.41178648,-1.26290714,-1.32936324,-1.15938414
-1.41178648,-1.26290714,-1.3218266,-1.15938414
-1.41178648,-1.26290714,-1.31428997,-1.15938414
