-1.3971855,-0.8542759,-0.25205552,-0.47566112
-1.22187922,-0.8542759,-0.25205552,-0.47566112
-1.03684215,-0.8542759,-0.25205552,-0.47566112
-0.92037675,-0.63453982,-0.25205552,-0.47566112
-0.92037675,-0.04159343,-0.25205552,-0.47566112
-0.92037675,0.55135295,-0.25205552,-0.47566112
-0.92037675,0.70482716,0.05498719,-0.47566112
-0.92037675,0.70482716,0.46925658,-0.47566112
-0.92037675,0.70482716,0.88352596,-0.47566112
-0.92037675,0.70482716,1.20758878,-0.3560883
-0.92037675,0.70482716,1.20758878,0.19304421
-0.92037675,0.70482716,1.20758878,0.74217673
-0.92037675,0.70482716,1.20758878,1.29130924
-0.70703193,0.70482716,1.20758878,1.43028444
-0.21247831,0.70482716,1.20758878,1.43028444
0.22396424,0.61917483,1.20758878,1.43028444
0.22396424,-0.10976843,1.20758878,1.43028444
0.22396424,-0.83871169,1.20758878,1.43028444
0.22396424,-1.21186835,0.89894651,1.43028444
0.22396424,-1.21186835,0.26659357,1.43028444
0.22396424,-1.21186835,-0.36575938,1.43028444
0.22396424,-1.21186835,-0.99811232,1.43028444
0.22396424,-1.21186835,-1.02045511,0.46683474
0.22396424,-1.21186835,-1.02045511,-0.53190314
0.05659464,-1.21186835,-1.02045511,-1.19581354
-0.53552398,-1.21186835,-1.02045511,-1.19581354
-1.1276426,-1.21186835,-1.02045511,-1.19581354
-1.30182375,-1.13507537,-1.02045511,-1.19581354
-1.30182375,-1.02627787,-1.02045511,-1.19581354
-1.30182375,-0.92579439,-1.03011967,-1.19581354
-1.30182375,-0.92579439,-1.15659026,-1.19581354
-1.30182375,-0.92579439,-1.28306085,-1.19581354
-1.30182375,-0.92579439,-1.40953144,-1.19581354
-1.30182375,-0.92579439,-1.46606389,-1.18751907
-1.30182375,-0.92579439,-1.46606389,-1.17252
-1.30182375,-0.92579439,-1.46606389,-1.15752093
-1.27883476,-0.92579439,-1.46606389,-1.14375433
-0.50167907,-0.92579439,-1.46606389,-1.14375433
0.27547662,-0.92579439,-1.46606389,-1.14375433
0.70077299,-0.47015457,-1.46606389,-1.14375433
0.70077299,0.53622232,-1.46606389,-1.14375433
0.70077299,1.54259921,-1.46606389,-1.14375433
0.70077299,1.7203897,-0.65106335,-1.14375433
0.70077299,1.7203897,0.33881257,-1.14375433
0.70077299,1.7203897,1.13673226,-1.02866883
0.70077299,1.7203897,1.13673226,-0.43519828
0.70077299,1.7203897,1.13673226,0.15827228
0.70077299,1.7203897,1.13673226,0.75174283
0.88371186,1.7203897,1.13673226,0.94729065
1.17977117,1.7203897,1.13673226,0.94729065
1.46366699,1.69535823,1.13673226,0.94729065
1.46366699,1.08609222,1.13673226,0.94729065
1.46366699,0.47682621,1.13673226,0.94729065
1.46366699,0.11837555,1.03899164,0.94729065
1.46366699,0.11837555,0.80156582,0.94729065
1.46366699,0.11837555,0.56413999,0.94729065
1.46366699,0.11837555,0.32671417,0.94729065
1.46366699,0.11837555,0.25023847,0.86731477
1.46366699,0.11837555,0.25023847,0.74933824
1.46366699,0.11837555,0.25023847,0.6313617
1.33391044,0.11837555,0.25023847,0.56263092
0.91834802,0.11837555,0.25023847,0.56263092
0.50278561,0.11837555,0.25023847,0.56263092
0.41468774,-0.20312241,0.25023847,0.56263092
0.41468774,-0.61111304,0.25023847,0.56263092
